meters,price,bathrooms,category,link,municipality,operation,owner,rooms
88 m²,€ 255.000,,Piso,https://www.indomio.es/anuncios/95295799/,Alicante - Alacant,Venta,INMOBILIARIA EUROGARDEN,1
127 m²,€ 215.000,2 baños,Piso,https://www.indomio.es/anuncios/95313791/,Alicante - Alacant,Venta,Fuentes De Inmuebles,6
260 m² ,€ 495.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95343615/,Alicante - Alacant,Venta,Albor Inmobiliaria,6
161 m²,€ 395.000,2 baños,Piso,https://www.indomio.es/anuncios/95364497/,Alicante - Alacant,Venta,RualCasa,6
739 m²,€ 1.500.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95463903/,Alicante - Alacant,Venta,Mansions.es,6
178 m²,€ 700.000,3 baños,Piso,https://www.indomio.es/anuncios/95489355/,Alicante - Alacant,Venta,Alicante Costa Blanca Home,7
115 m² ,€ 525.000,2 baños,Piso,https://www.indomio.es/anuncios/95502935/,Alicante - Alacant,Venta,Safti,6
75 m²,€ 77.000,1 baño,Ático,https://www.indomio.es/anuncios/95517743/,Alicante - Alacant,Venta,Toro28 S.L.,4
167 m²,€ 390.000,2 baños,Piso,https://www.indomio.es/anuncios/95602801/,Alicante - Alacant,Venta,Viva Costa,5
120 m²,€ 790.000,2 baños,Piso,https://www.indomio.es/anuncios/95599243/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,5
112 m²,€ 215.000,2 baños,Piso,https://www.indomio.es/anuncios/95610951/,Alicante - Alacant,Venta,Inmo Gallery,6
180 m²,€ 399.000,2 baños,Piso,https://www.indomio.es/anuncios/95665697/,Alicante - Alacant,Venta,mariatomasa.com,5
100 m²,€ 170.000,,Chalet,https://www.indomio.es/anuncios/95820177/,Alicante - Alacant,Venta,Núcleo Inmobiliaria,3
82 m²,€ 116.000,1 baño,Piso,https://www.indomio.es/anuncios/95838179/,Alicante - Alacant,Venta,Idealpisos,3
150 m²,€ 310.000,2 baños,Piso,https://www.indomio.es/anuncios/95857861/,Alicante - Alacant,Venta,Amura Inmobiliaria Alicante,6
95 m²,€ 380.000,1 baño,Piso,https://www.indomio.es/anuncios/95855593/,Alicante - Alacant,Venta,Idealpisos,3
59 m²,€ 179.900,1 baño,Piso,https://www.indomio.es/anuncios/95907827/,Alicante - Alacant,Venta,Mivo Real Estate,2
131 m²,€ 490.000,2 baños,Piso,https://www.indomio.es/anuncios/95905069/,Alicante - Alacant,Venta,Inmoclick Alicante,5
86 m²,€ 190.000,1 baño,Piso,https://www.indomio.es/anuncios/95741457/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,4
105 m²,€ 160.000,1 baño,Piso,https://www.indomio.es/anuncios/95738239/,Alicante - Alacant,Venta,Albor Inmobiliaria,4
160 m²,€ 339.600,2 baños,Piso,https://www.indomio.es/anuncios/95771059/,Alicante - Alacant,Venta,New House Alicante,5
80 m²,€ 150.000,1 baño,Piso,https://www.indomio.es/anuncios/95801729/,Alicante - Alacant,Venta,RE/MAX Inmomás,3
51 m²,€ 313.000,1 baño,Piso,https://www.indomio.es/anuncios/95809211/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,2
90 m² ,€ 399.000,1 baño,Piso,https://www.indomio.es/anuncios/95834017/,Alicante - Alacant,Venta,Viva Costa,4
55 m²,€ 88.000,1 baño,Piso,https://www.indomio.es/anuncios/95838801/,Alicante - Alacant,Venta,Solkasa,3
100 m²,€ 73.000,1 baño,Piso,https://www.indomio.es/anuncios/95888411/,Alicante - Alacant,Venta,Primer Espacio,4
74 m²,€ 199.900,2 baños,Piso,https://www.indomio.es/anuncios/95908745/,Alicante - Alacant,Venta,Mivo Real Estate,3
51 m²,€ 124.000,1 baño,Piso,https://www.indomio.es/anuncios/95983227/,Alicante - Alacant,Venta,Fuentes De Inmuebles,3
128 m²,€ 431.750,2 baños,Piso,https://www.indomio.es/anuncios/95991303/,Alicante - Alacant,Venta,Viva Costa,6
90 m²,€ 157.000,1 baño,Piso,https://www.indomio.es/anuncios/90037845/,Alicante - Alacant,Venta,Arq`s Gestion Inmobiliaria,4
94 m²,€ 280.000,1 baño,Piso,https://www.indomio.es/anuncios/94914163/,Alicante - Alacant,Venta,Inmobiliaria Blanco,3
79 m² ,€ 344.500,2 baños,Piso,https://www.indomio.es/anuncios/92111441/,Alicante - Alacant,Venta,Costa Blanca Eiendom,5
217 m²,€ 790.000,3 baños,Piso,https://www.indomio.es/anuncios/92402251/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,7
155 m²,€ 510.000,2 baños,Piso,https://www.indomio.es/anuncios/92534563/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,6
62 m² ,€ 295.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/94113521/,Alicante - Alacant,Venta,La Marina Inmo,5
,€ 205.900,1 baño,Piso,https://www.indomio.es/anuncios/94325645/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,4
360 m²,€ 1.975.000,3+ baños,Piso,https://www.indomio.es/anuncios/94779503/,Alicante - Alacant,Venta,Alto Inmobiliaria,7
130 m²,Precio a consultar,2 baños,Piso,https://www.indomio.es/anuncios/94394341/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,6
220 m²,€ 948.900,2 baños,Piso,https://www.indomio.es/anuncios/94552851/,Alicante - Alacant,Venta,Alispain Properties Costablanca,6
127 m²,€ 350.000,2 baños,Piso,https://www.indomio.es/anuncios/94653377/,Alicante - Alacant,Venta,Alicante Real Estate,6
66 m²,€ 174.900,1 baño,Piso,https://www.indomio.es/anuncios/94701337/,Alicante - Alacant,Venta,Grupo Arai,2
91 m²,€ 408.000,2 baños,Piso,https://www.indomio.es/anuncios/94901159/,Alicante - Alacant,Venta,Abarca Servicios Inmobiliarios,5
122 m²,€ 156.000,2 baños,Piso,https://www.indomio.es/anuncios/95039363/,Alicante - Alacant,Venta,Rafi Martinez Servicios Inmobiliarios,6
75 m²,€ 89.500,1 baño,Piso,https://www.indomio.es/anuncios/95096323/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,3
95 m²,€ 375.000,2 baños,Piso,https://www.indomio.es/anuncios/95100225/,Alicante - Alacant,Venta,Alquiler Protegido Madrid,4
150 m²,€ 340.000,2 baños,Piso,https://www.indomio.es/anuncios/95111097/,Alicante - Alacant,Venta,Inmobiliaria Aitana,6
126 m²,€ 220.000,2 baños,Piso ,https://www.indomio.es/anuncios/95152561/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: OFICINA INMOBILIARIA SAN BLAS SANTO DOMINGO SLU,6
85 m²,€ 188.000,1 baño,Piso,https://www.indomio.es/anuncios/95299667/,Alicante - Alacant,Venta,Fincas Hg,3
280 m² ,€ 355.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95717803/,Alicante - Alacant,Venta,IM Properties Real Estate,10
,€ 265.000,1 baño,Piso,https://www.indomio.es/anuncios/95397181/,Alicante - Alacant,Venta,Tadeo Homes,2
86 m²,€ 395.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95361411/,Alicante - Alacant,Venta,Inmo Mash Alicante,4
72 m²,€ 136.500,1 baño,Piso ,https://www.indomio.es/anuncios/95428953/,Alicante - Alacant,Venta,,4
74 m²,€ 125.000,,Piso,https://www.indomio.es/anuncios/95605467/,Alicante - Alacant,Venta,Inmobeach,2
75 m²,€ 89.000,,Ático,https://www.indomio.es/anuncios/95768027/,Alicante - Alacant,Venta,GESTION Y MEDIACION,2
70 m²,€ 45.000,1 baño,Piso ,https://www.indomio.es/anuncios/95783533/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: ESTUDIO LA VIRGEN SLU,5
55 m²,€ 320.000,1 baño,Piso,https://www.indomio.es/anuncios/95803147/,Alicante - Alacant,Venta,YBC Group,2
66 m²,€ 185.000,1 baño,Piso,https://www.indomio.es/anuncios/95852469/,Alicante - Alacant,Venta,Percan Inmobiliaria,2
83 m²,€ 146.000,2 baños,Piso,https://www.indomio.es/anuncios/95875637/,Alicante - Alacant,Venta,Rcinmuebles,5
105 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/95916439/,Alicante - Alacant,Venta,Cardoso Real Estate,4
85 m²,€ 99.000,1 baño,Piso,https://www.indomio.es/anuncios/95960299/,Alicante - Alacant,Venta,Alto Inmobiliaria,4
140 m²,€ 390.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95992785/,Alicante - Alacant,Venta,Inmocosta Servicios Inmobiliarios,6
210 m²,€ 950.000,3 baños,Piso,https://www.indomio.es/anuncios/85247087/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,7
70 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/94244873/,Alicante - Alacant,Venta,Alispain Properties Costablanca,4
168 m²,€ 549.000,3 baños,Piso,https://www.indomio.es/anuncios/94786543/,Alicante - Alacant,Venta,Albor Inmobiliaria,6
130 m²,€ 480.000,2 baños,Piso,https://www.indomio.es/anuncios/90540235/,Alicante - Alacant,Venta,HogarAbitat Servicios Inmobiliarios,5
147 m² ,€ 375.000,2 baños,Ático,https://www.indomio.es/anuncios/87878281/,Alicante - Alacant,Venta,Topbrokers,6
61 m²,€ 210.000,1 baño,Piso,https://www.indomio.es/anuncios/92444331/,Alicante - Alacant,Venta,Martínez Rincón Servicios Inmobiliarios,3
100 m²,€ 130.000,2 baños,Piso,https://www.indomio.es/anuncios/92361485/,Alicante - Alacant,Venta,Immo Altea,5
77 m²,€ 215.000,1 baño,Piso,https://www.indomio.es/anuncios/90916735/,Alicante - Alacant,Venta,Karolin Persson,3
283 m² ,€ 325.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95429279/,Alicante - Alacant,Venta,Alicante Real Estate,6
72 m²,€ 94.000,1 baño,Piso,https://www.indomio.es/anuncios/92263257/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,2
117 m²,€ 205.000,2 baños,Piso,https://www.indomio.es/anuncios/92559135/,Alicante - Alacant,Venta,Luper Inmobiliaria,6
85 m² ,€ 343.500,2 baños,Piso,https://www.indomio.es/anuncios/92672495/,Alicante - Alacant,Venta,Costa Blanca Eiendom,5
175 m² ,€ 598.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95690887/,Alicante - Alacant,Venta,Grupo Arai,5
200 m²,€ 950.000,3 baños,Piso,https://www.indomio.es/anuncios/93849793/,Alicante - Alacant,Venta,InmoQUEST,7
103 m²,€ 339.500,2 baños,Piso,https://www.indomio.es/anuncios/93861279/,Alicante - Alacant,Venta,Immo Espagne ®,5
,€ 276.000,2 baños,Piso,https://www.indomio.es/anuncios/94264041/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,5
96 m²,€ 148.500,1 baño,Piso,https://www.indomio.es/anuncios/94394075/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,4
200 m²,€ 298.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/94390735/,Alicante - Alacant,Venta,InmoQUEST,5
98 m²,€ 216.810,3 baños,Piso,https://www.indomio.es/anuncios/94701209/,Alicante - Alacant,Venta,Sensacion SAKC,6
363 m² ,€ 1.000.000,3 baños,Chalet,https://www.indomio.es/anuncios/94717527/,Alicante - Alacant,Venta,G- ESTATES Smart Property Investment,7
108 m²,€ 225.000,2 baños,Piso ,https://www.indomio.es/anuncios/94796281/,Alicante - Alacant,Venta,,4
465 m² ,,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95725649/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,10
1.889 m²,€ 2.421.000,3+ baños,Casa unifamiliar ,https://www.indomio.es/anuncios/94796351/,Alicante - Alacant,Venta,,5
172 m²,€ 465.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/95008091/,Alicante - Alacant,Venta,Iduss Home Broker Alicante,8
125 m²,€ 145.000,2 baños,Piso,https://www.indomio.es/anuncios/94513621/,Alicante - Alacant,Venta,Arq`s Gestion Inmobiliaria,6
150 m²,€ 650.000,2 baños,Piso,https://www.indomio.es/anuncios/95782659/,Alicante - Alacant,Venta,ébano estudio inmobiliario,6
122 m²,€ 155.500,2 baños,Piso,https://www.indomio.es/anuncios/95319477/,Alicante - Alacant,Venta,Fuentes De Inmuebles,6
105 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95344491/,Alicante - Alacant,Venta,Toro28 S.L.,6
120 m²,€ 227.000,2 baños,Piso,https://www.indomio.es/anuncios/95376525/,Alicante - Alacant,Venta,Martínez Rincón Servicios Inmobiliarios,5
77 m²,€ 159.000,2 baños,Piso,https://www.indomio.es/anuncios/95458403/,Alicante - Alacant,Venta,Solkasa,5
918 m²,€ 550.000,,Edificio,https://www.indomio.es/anuncios/95561697/,Alicante - Alacant,Venta,Velvet Servicios Inmobiliarios,
370 m²,€ 890.000,3 baños,Chalet,https://www.indomio.es/anuncios/95579851/,Alicante - Alacant,Venta,RuralCoast,8
110 m²,€ 375.000,2 baños,Piso,https://www.indomio.es/anuncios/95771063/,Alicante - Alacant,Venta,New House Alicante,5
137 m²,€ 383.500,2 baños,Piso,https://www.indomio.es/anuncios/94426443/,Alicante - Alacant,Venta,Inmo Gallery,5
190 m² ,€ 279.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690891/,Alicante - Alacant,Venta,Grupo Arai,6
160 m²,€ 345.000,3 baños,Piso,https://www.indomio.es/anuncios/94801305/,Alicante - Alacant,Venta,RE/MAX Inmomás,8
135 m²,€ 395.000,2 baños,Piso,https://www.indomio.es/anuncios/94835155/,Alicante - Alacant,Venta,Grupo Nexus,6
111 m²,€ 179.000,2 baños,Piso,https://www.indomio.es/anuncios/95093225/,Alicante - Alacant,Venta,Costa Blanca Eiendom,6
120 m²,€ 315.000,2 baños,Piso,https://www.indomio.es/anuncios/95118665/,Alicante - Alacant,Venta,Inmoproject,8
,€ 158.000,1 baño,Piso,https://www.indomio.es/anuncios/95207851/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,2
77 m²,€ 165.000,1 baño,Piso,https://www.indomio.es/anuncios/95273885/,Alicante - Alacant,Venta,Habitalia Alicante,3
115 m²,€ 124.000,1 baño,Piso,https://www.indomio.es/anuncios/95305489/,Alicante - Alacant,Venta,Alquilotucasa Monovar,5
133 m²,€ 380.000,2 baños,Piso,https://www.indomio.es/anuncios/95343129/,Alicante - Alacant,Venta,Alto Inmobiliaria,5
100 m²,€ 139.000,3 baños,Piso,https://www.indomio.es/anuncios/95469713/,Alicante - Alacant,Venta,Rcinmuebles,6
210 m²,€ 1.200.000,3 baños,Ático,https://www.indomio.es/anuncios/95489341/,Alicante - Alacant,Venta,Alicante Costa Blanca Home,7
85 m²,€ 252.900,2 baños,Piso,https://www.indomio.es/anuncios/95557565/,Alicante - Alacant,Venta,Fuentes De Inmuebles,5
70 m²,€ 116.000,1 baño,Piso,https://www.indomio.es/anuncios/95590725/,Alicante - Alacant,Venta,Fuentes De Inmuebles,4
66 m²,€ 174.900,1 baño,Piso,https://www.indomio.es/anuncios/95740639/,Alicante - Alacant,Venta,Maser World Properties,2
95 m²,€ 130.000,2 baños,Piso,https://www.indomio.es/anuncios/95748403/,Alicante - Alacant,Venta,YBC Group,6
102 m²,€ 395.000,2 baños,Piso,https://www.indomio.es/anuncios/95887787/,Alicante - Alacant,Venta,Inmoclick Alicante,5
96 m²,€ 123.951,1 baño,Piso,https://www.indomio.es/anuncios/95834057/,Alicante - Alacant,Venta,Immo Altea,3
140 m²,€ 420.000,2 baños,Piso,https://www.indomio.es/anuncios/95834857/,Alicante - Alacant,Venta,Housell,5
193 m² ,€ 359.990,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95874951/,Alicante - Alacant,Venta,Alcaraz Inmobiliaria,7
221 m²,€ 1.200.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/95898829/,Alicante - Alacant,Venta,Mar Y Golf Servicios Inmobiliarios,6
210 m² ,€ 575.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95956863/,Alicante - Alacant,Venta,Inmo Mash Alicante,7
,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95970731/,Alicante - Alacant,Venta,Tadeo Homes,5
105 m²,€ 268.000,2 baños,Piso,https://www.indomio.es/anuncios/96005077/,Alicante - Alacant,Venta,ébano estudio inmobiliario,5
125 m²,€ 295.000,2 baños,Piso,https://www.indomio.es/anuncios/94244897/,Alicante - Alacant,Venta,Alispain Properties Costablanca,5
730 m² ,€ 345.088,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95698417/,Alicante - Alacant,Venta,San Jose Inversiones,8
201 m²,€ 450.000,2 baños,Piso,https://www.indomio.es/anuncios/81894435/,Alicante - Alacant,Venta,Alcaraz Inmobiliaria,7
785 m²,€ 1.129.800,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/86272417/,Alicante - Alacant,Venta,Casas y Pisos Alicante,10
100 m²,€ 220.000,1 baño,Piso,https://www.indomio.es/anuncios/88527739/,Alicante - Alacant,Venta,Fincas Hg,4
287 m² ,€ 590.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95497401/,Alicante - Alacant,Venta,Albor Inmobiliaria,8
70 m²,€ 350.000,2 baños,Piso,https://www.indomio.es/anuncios/95430667/,Alicante - Alacant,Venta,Six Seconds Properties,5
98 m²,€ 431.750,2 baños,Piso,https://www.indomio.es/anuncios/95430677/,Alicante - Alacant,Venta,Six Seconds Properties,6
192 m²,€ 399.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/94495997/,Alicante - Alacant,Venta,New House Alicante,7
108 m²,€ 233.310,1 baño,Piso,https://www.indomio.es/anuncios/95611127/,Alicante - Alacant,Venta,Abarca Servicios Inmobiliarios,4
115 m²,€ 485.000,2 baños,Piso,https://www.indomio.es/anuncios/95782657/,Alicante - Alacant,Venta,ébano estudio inmobiliario,5
186 m²,€ 950.000,2 baños,Piso,https://www.indomio.es/anuncios/94668615/,Alicante - Alacant,Venta,Exp España,5
120 m²,€ 450.000,2 baños,Piso,https://www.indomio.es/anuncios/94672549/,Alicante - Alacant,Venta,Iduss Home Broker Alicante,5
200 m² ,€ 210.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95713683/,Alicante - Alacant,Venta,Inmobiliaria Aitana,5
576 m² ,€ 2.450.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95708245/,Alicante - Alacant,Venta,Inmo Mash Alicante,6
122 m²,€ 345.000,2 baños,Dúplex,https://www.indomio.es/anuncios/94910923/,Alicante - Alacant,Venta,Alto Inmobiliaria,5
402 m²,€ 700.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/94918617/,Alicante - Alacant,Venta,Housell,7
192 m²,€ 950.000,3 baños,Piso,https://www.indomio.es/anuncios/94965461/,Alicante - Alacant,Venta,Quesada Inmobiliaria,8
142 m²,,2 baños,Piso,https://www.indomio.es/anuncios/95021257/,Alicante - Alacant,Venta,Azulcasa,6
,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95026189/,Alicante - Alacant,Venta,Tadeo Homes,5
115 m²,€ 343.500,2 baños,Piso,https://www.indomio.es/anuncios/95424263/,Alicante - Alacant,Venta,Alicante Real Estate,5
72 m²,€ 135.000,1 baño,Casa adosada,https://www.indomio.es/anuncios/95053935/,Alicante - Alacant,Venta,Fuentes De Inmuebles,5
77 m²,€ 135.000,1 baño,Casa adosada,https://www.indomio.es/anuncios/95058387/,Alicante - Alacant,Venta,Solkasa,4
111 m²,€ 150.000,2 baños,Piso,https://www.indomio.es/anuncios/95112237/,Alicante - Alacant,Venta,Abarca Servicios Inmobiliarios,6
74 m²,€ 199.900,2 baños,Piso,https://www.indomio.es/anuncios/95231975/,Alicante - Alacant,Venta,Andalumar,3
65 m²,€ 250.000,1 baño,Piso,https://www.indomio.es/anuncios/95239963/,Alicante - Alacant,Venta,RualCasa,2
160 m²,€ 390.000,3 baños,Piso,https://www.indomio.es/anuncios/95262887/,Alicante - Alacant,Venta,Nat Inmobiliaria,6
164 m²,€ 79.500,1 baño,Casa adosada,https://www.indomio.es/anuncios/94487023/,Alicante - Alacant,Venta,Residencia Hun,5
133 m²,,2 baños,Piso,https://www.indomio.es/anuncios/95609759/,Alicante - Alacant,Venta,Garaix,5
1.500 m²,€ 1.200.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95634109/,Alicante - Alacant,Venta,Servicios Inmobiliarios Tonga´s,9
145 m²,€ 425.000,3 baños,Piso,https://www.indomio.es/anuncios/95753269/,Alicante - Alacant,Venta,INMOGLOBAL,6
90 m²,€ 357.000,2 baños,Piso,https://www.indomio.es/anuncios/95774395/,Alicante - Alacant,Venta,Domobo Homes & Co.,4
120 m²,€ 420.000,2 baños,Piso,https://www.indomio.es/anuncios/95784309/,Alicante - Alacant,Venta,Viva Costa,4
90 m²,€ 365.000,2 baños,Piso,https://www.indomio.es/anuncios/95804575/,Alicante - Alacant,Venta,Inmoclick Alicante,4
122 m²,€ 530.000,2 baños,Piso,https://www.indomio.es/anuncios/95898845/,Alicante - Alacant,Venta,Mar Y Golf Servicios Inmobiliarios,6
106 m²,€ 295.000,2 baños,Piso,https://www.indomio.es/anuncios/95937701/,Alicante - Alacant,Venta,Channel Group,5
130 m²,€ 240.000,2 baños,Piso,https://www.indomio.es/anuncios/95964091/,Alicante - Alacant,Venta,Inmobeach,5
156 m²,€ 405.000,2 baños,Piso,https://www.indomio.es/anuncios/95987869/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,5
129 m²,€ 335.000,2 baños,Piso,https://www.indomio.es/anuncios/95990419/,Alicante - Alacant,Venta,Fuentes De Inmuebles,5
84 m²,€ 77.000,1 baño,Piso,https://www.indomio.es/anuncios/95995911/,Alicante - Alacant,Venta,RE/MAX Inmomás,3
72 m²,€ 150.000,1 baño,Piso,https://www.indomio.es/anuncios/89883995/,Alicante - Alacant,Venta,Moncasa,3
90 m²,€ 159.000,1 baño,Ático,https://www.indomio.es/anuncios/91365743/,Alicante - Alacant,Venta,Alto Inmobiliaria,2
154 m²,€ 195.000,1 baño,Piso,https://www.indomio.es/anuncios/91484741/,Alicante - Alacant,Venta,Inmobiliaria Antonio DÍez,5
224 m²,€ 1.400.000,3+ baños,Piso,https://www.indomio.es/anuncios/91701099/,Alicante - Alacant,Venta,Quesada Inmobiliaria,4
173 m²,€ 222.000,3 baños,Chalet,https://www.indomio.es/anuncios/95605057/,Alicante - Alacant,Venta,Inmobeach,7
141 m²,€ 510.000,3 baños,Piso,https://www.indomio.es/anuncios/95988017/,Alicante - Alacant,Venta,RualCasa,6
136 m²,€ 290.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/95994309/,Alicante - Alacant,Venta,Rcinmuebles,5
164 m²,€ 410.000,2 baños,Piso,https://www.indomio.es/anuncios/95595879/,Alicante - Alacant,Venta,Idealpisos,5
180 m²,,,Edificio,https://www.indomio.es/anuncios/93742135/,Alicante - Alacant,Venta,Alispain Properties Costablanca,
100 m²,€ 257.500,2 baños,Piso,https://www.indomio.es/anuncios/90385311/,Alicante - Alacant,Venta,Arq`s Gestion Inmobiliaria,4
150 m²,€ 140.000,1 baño,Piso,https://www.indomio.es/anuncios/95595895/,Alicante - Alacant,Venta,Idealpisos,7
110 m²,€ 193.000,2 baños,Piso,https://www.indomio.es/anuncios/91748573/,Alicante - Alacant,Venta,Martínez Rincón Servicios Inmobiliarios,5
140 m²,€ 220.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/92925207/,Alicante - Alacant,Venta,Kaiser & Wolf,5
90 m²,€ 300.000,1 baño,Piso ,https://www.indomio.es/anuncios/94888847/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: ESTUDIO INMOBILIARIO MUSEO ARQUEOLOGICO SLU,4
90 m²,€ 149.000,2 baños,Piso,https://www.indomio.es/anuncios/94940463/,Alicante - Alacant,Venta,Maison Spain,5
77 m²,€ 498.000,2 baños,Ático,https://www.indomio.es/anuncios/94942261/,Alicante - Alacant,Venta,Alquiler Protegido Madrid,4
105 m²,€ 385.000,2 baños,Piso,https://www.indomio.es/anuncios/94959339/,Alicante - Alacant,Venta,Alcaraz Inmobiliaria,5
165 m²,€ 194.000,2 baños,Piso,https://www.indomio.es/anuncios/95086101/,Alicante - Alacant,Venta,Alto Inmobiliaria,5
66 m²,€ 174.900,1 baño,Piso,https://www.indomio.es/anuncios/95132787/,Alicante - Alacant,Venta,S-Villas,2
90 m²,€ 128.750,1 baño,Piso,https://www.indomio.es/anuncios/95225511/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,5
90 m²,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/95306313/,Alicante - Alacant,Venta,Fincas Hg,5
172 m²,€ 495.000,3+ baños,Piso,https://www.indomio.es/anuncios/95346171/,Alicante - Alacant,Venta,Grupo Arai,7
140 m²,€ 320.000,2 baños,Piso,https://www.indomio.es/anuncios/92450009/,Alicante - Alacant,Venta,Alcaraz Inmobiliaria,7
209 m²,€ 330.000,3 baños,Piso,https://www.indomio.es/anuncios/93374229/,Alicante - Alacant,Venta,ébano estudio inmobiliario,8
105 m²,€ 238.000,2 baños,Piso,https://www.indomio.es/anuncios/94092101/,Alicante - Alacant,Venta,Abarca Servicios Inmobiliarios,5
121 m²,€ 239.000,2 baños,Piso,https://www.indomio.es/anuncios/95004959/,Alicante - Alacant,Venta,Fuentes De Inmuebles,5
116 m²,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95038787/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,5
97 m²,€ 375.000,2 baños,Piso,https://www.indomio.es/anuncios/95100211/,Alicante - Alacant,Venta,Alto Inmobiliaria,4
65 m²,€ 163.000,1 baño,Piso,https://www.indomio.es/anuncios/95115135/,Alicante - Alacant,Venta,Albor Inmobiliaria,3
120 m²,€ 233.000,2 baños,Piso,https://www.indomio.es/anuncios/95120249/,Alicante - Alacant,Venta,Alquiler Protegido Madrid,5
75 m² ,€ 239.900,2 baños,Ático,https://www.indomio.es/anuncios/95155255/,Alicante - Alacant,Venta,Costa Blanca Eiendom,4
128 m²,€ 159.000,2 baños,Piso,https://www.indomio.es/anuncios/95158719/,Alicante - Alacant,Venta,Inmo Mash Alicante,6
250 m²,€ 599.000,3+ baños,Piso,https://www.indomio.es/anuncios/95262883/,Alicante - Alacant,Venta,Nat Inmobiliaria,6
109 m²,€ 280.000,2 baños,Ático,https://www.indomio.es/anuncios/95278763/,Alicante - Alacant,Venta,Amura Inmobiliaria Alicante,5
210 m²,€ 575.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95820337/,Alicante - Alacant,Venta,New House Alicante,7
90 m²,€ 169.990,2 baños,Piso,https://www.indomio.es/anuncios/95874643/,Alicante - Alacant,Venta,Aliseda Inmobiliaria,6
160 m²,€ 475.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/95375629/,Alicante - Alacant,Venta,New House Alicante,8
86 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/95465899/,Alicante - Alacant,Venta,Inmobiliaria Casamayor,4
136 m²,€ 325.000,2 baños,Piso,https://www.indomio.es/anuncios/95027689/,Alicante - Alacant,Venta,RE/MAX Inmomás,6
90 m²,€ 362.000,2 baños,Piso,https://www.indomio.es/anuncios/95104063/,Alicante - Alacant,Venta,RE/MAX Inmomás,5
126 m²,€ 253.886,2 baños,Piso,https://www.indomio.es/anuncios/95204057/,Alicante - Alacant,Venta,Nest Real Estate,6
108 m² ,€ 299.000,2 baños,Piso,https://www.indomio.es/anuncios/95271169/,Alicante - Alacant,Venta,Costa Blanca Eiendom,5
